code,nom_de_l_etablissement,nb_mentions_ab_g,nb_mentions_b_g,nb_mentions_tb_g,nombre_eleves_segpa,nombre_eleves_ulis
0210057Y,COLLEGE ROLAND DORGELES,12,30,21,0,12
0121213D,COLLEGE CARCO PLUS ANNEXE LA FOUILLADE,24,28,45,0,23
0593182N,COLLEGE JULES FERRY,8,8,10,0,0
0020470A,COLLEGE PRIVE SAINT JOSEPH,11,22,13,0,0
9740069G,COLLEGE L'ETANG SAINT PAUL,27,16,25,0,13
0061460E,COLLEGE PRIVE SASSERNO,22,61,85,0,0
0740048A,COLLEGE JEAN MARIE MOLLIET,12,28,34,0,0
0250016G,COLLEGE LOUIS BONNEMAILLE,7,7,13,0,0
0141767V,COLLEGE MAUPAS,19,26,23,74,15
9740036W,COLLEGE TERRAIN FLEURY,30,33,41,106,12
0752923V,COLLEGE PRIVE ROCROY SAINT VINCENT DE PAUL,26,63,81,0,0
0450003J,COLLEGE JEAN MOULIN,38,18,28,0,0
0320028G,COLLEGE LOUIS PASTEUR,8,8,6,0,0
0700013J,COLLEGE RAYMOND GUEUX,14,8,18,0,0
0783301P,COLLEGE PRIVE STE THERESE,10,34,43,0,0
0630062A,COLLEGE DE LIZINIAT,14,22,21,0,12
0650034J,COLLEGE PAUL ELUARD,26,18,23,69,0
0040420K,COLLEGE PAUL ARENE,23,40,18,0,14
0620079Z,COLLEGE HENRI WALLON,16,28,22,0,0
0593147A,COLLEGE PRIVE NOTRE-DAME DE LOURDES,6,9,12,0,0
0350775C,COLLEGE PRIVE LE CLEU ST JOSEPH,26,50,56,48,11
0593678C,COLLEGE JEAN MOULIN,17,13,30,0,0
0800039H,COLLEGE JOLIOT CURIE,9,12,10,0,0
0851220P,COLLEGE JEAN MONNET,27,37,41,0,0
0950039B,COLLEGE LE PARC,18,19,20,0,0
0030035X,COLLEGE JEANNE CLUZEL,3,10,8,0,0
0350963G,COLLEGE DES HAUTES OURMES,21,23,30,64,0
0754007Y,COLLEGE PRIVE SAINTE-LOUISE,13,48,50,0,0
0020075W,COLLEGE GEORGES COBAST,19,14,10,76,25
0382428H,COLLEGE LE SAVOURET,35,28,49,64,14
0921550K,COLLEGE ALFRED DE VIGNY,24,30,36,0,12
0280001Z,COLLEGE JULES FERRY,30,38,34,28,0
0131379D,COLLEGE PRIVE NOTRE DAME DE LA JEUNESSE,22,28,39,0,3
0271065L,COLLEGE PRIVE NOTRE-DAME SAINT LOUIS,40,52,52,0,0
0752547L,COLLEGE CLAUDE BERNARD,13,18,25,0,10
0781662H,COLLEGE PRIVE SAINT FRANCOIS D'ASSISE,15,50,157,60,0
0910062Y,COLLEGE GUILLAUME BUDE,33,32,44,0,12
0132009N,COLLEGE CHATEAU DOUBLE,28,30,25,0,13
0781818C,COLLEGE LES PRES,13,25,29,0,0
0430029Y,COLLEGE MARGUERITE THOMAS,11,5,13,0,0
0932580Z,COLLEGE JACQUELINE DE ROMILLY,25,25,19,0,15
0620219B,COLLEGE DANIELLE DARRAS RIAUMONT,17,15,16,56,12
0590087Z,COLLEGE PHARAMOND SAVARY,15,13,4,0,0
0441858F,COLLEGE BELLESTRE,31,49,35,0,0
0270022C,COLLEGE NAVARRE,22,24,28,0,12
0290244H,COLLEGE PRIVE ST PIERRE,9,17,26,0,0
0594301E,COLLEGE PAUL ELUARD,23,15,18,49,13
0840073Y,COLLEGE PRIVE CHAMPFLEURY,10,33,72,0,16
0650836F,COLLEGE CLIMATIQUE RENE BILLERES,22,36,35,0,0
0681394W,COLLEGE JEAN-GEORGES REBER,6,11,17,32,9
0490863X,COLLEGE PRIVE ST JOSEPH,29,14,38,0,0
0081001V,COLLEGE JULES LEROUX,16,14,15,0,7
0930920V,COLLEGE PRIVE SAINTE MARIE,20,35,10,0,0
9730289B,COLLEGE PRIVE SAINT-PAUL,5,13,6,0,0
0672130B,COLLEGE ANDRE MAUROIS,41,37,45,55,25
0780514K,COLLEGE LE VILLAGE,26,23,11,0,0
0951725J,COLLEGE JACQUES-YVES COUSTEAU,23,25,28,0,11
0830031H,COLLEGE FRANCOIS DE LEUSSE,8,10,12,0,0
0260101U,COLLEGE PRIVE LES GOELANDS,23,24,29,0,0
0780714C,COLLEGE LES HAUTS GRILLETS,26,40,89,0,0
0762170W,COLLEGE LOUIS-PHILIPPE,33,32,31,43,0
0110859Z,COLLEGE JOSEPH DELTEIL,37,37,45,52,20
0730042Z,COLLEGE LES FRONTAILLES,33,27,38,0,16
0360567W,COLLEGE PRIVE LEON XIII,20,33,43,0,0
0510028D,COLLEGE PROFESSEUR NICAISE,9,23,15,0,0
0593674Y,COLLEGE ALPHONSE TERROIR,34,28,25,46,5
0381664C,COLLEGE PRIVE LA SALLE L'AIGLE GRENOBLE,25,83,118,0,4
0740116Z,COLLEGE PRIVE SAINT FRANCOIS,17,25,18,0,0
0911752K,COLLEGE PRIVE SAINT-LOUIS SAINT-CLEMENT,31,69,103,0,0
9740835P,COLLEGE PRIVE LA SALLE SAINT CHARLES,44,93,73,0,1
0931216S,COLLEGE JEAN JAURES,32,18,19,0,0
0910056S,COLLEGE OLIVIER DE SERRES,23,25,15,0,0
0070849K,COLLEGE DES DEUX VALLEES,16,25,25,0,0
0770048J,COLLEGE EMILE CHEVALLIER,15,12,12,0,0
0850106D,COLLEGE PRIVE ST JACQUES-LA FORET,31,35,39,0,0
0740930J,COLLEGE LES BARATTES,26,41,62,0,8
0593686L,COLLEGE JACQUES BREL,16,7,8,0,0
0451038J,COLLEGE MONTJOIE,26,26,23,0,24
0770040A,COLLEGE RENE BARTHELEMY,20,27,29,0,12
0620021L,COLLEGE SEVIGNE,16,13,22,58,11
0790704L,COLLEGE VOLTAIRE,10,10,10,0,0
0050638S,COLLEGE MARIE MARVINGT,22,20,21,0,0
0593196D,COLLEGE ARTHUR RIMBAUD,21,23,47,42,12
0542189L,COLLEGE JACQUES MONOD,24,25,54,0,0
0350869E,COLLEGE PRIVE STE MARIE,9,6,10,0,0
0131367R,COLLEGE PRIVE ST LOUIS,9,18,33,0,0
0342224H,COLLEGE OLYMPE DE GOUGES,19,35,26,63,0
0910042B,COLLEGE JEAN ZAY,34,45,33,64,12
0830069Z,COLLEGE PIERRE PUGET,46,41,26,47,12
0330008E,COLLEGE JEAN VERDIER,39,30,35,0,0
0371126Y,COLLEGE LA BECHELLERIE,10,24,45,0,11
0291592Y,COLLEGE AUGUSTE BRIZEUX,25,32,75,0,10
0380004Y,COLLEGE ARC EN CIERS,27,22,35,0,0
0700027Z,COLLEGE JACQUES PREVOST,13,17,23,0,0
0501217B,COLLEGE ANDRE MICLOT,3,9,15,0,0
0930611J,COLLEGE NELSON MANDELA,23,18,9,0,0
0382430K,COLLEGE DE L'ISLE,39,27,41,0,0
0170142M,COLLEGE ALBERT CAMUS,20,14,15,77,11
0371158H,COLLEGE LA BRUYERE,14,14,12,0,0
0622868F,COLLEGE JEAN JAURES,25,19,13,56,11
0250055Z,COLLEGE HENRI FERTET,9,12,14,0,0
0690597Z,COLLEGE PRIVE PIERRE TERMIER - SITE MONTCHAT,14,24,36,0,0
0132914X,COLLEGE PRIVE CLUNY,27,50,100,0,10
0490856P,COLLEGE PRIVE ST BENOIT,35,46,19,0,0
0110068P,COLLEGE GEORGES BRASSENS,32,25,27,0,0
0762128A,COLLEGE LEO LAGRANGE,11,10,2,58,13
0450041A,COLLEGE DU CHINCHON,7,16,8,0,11
0360048G,COLLEGE LA FAYETTE,24,29,34,0,13
0790708R,COLLEGE MARIE DE LA TOUR D'AUVERGNE,18,18,17,0,14
9720043P,COLLEGE CONSTANT LE RAY,22,23,21,0,0
0762598L,COLLEGE GEORGES BRASSENS,27,28,33,0,0
0561356V,COLLEGE GOH LANNO,35,28,27,0,0
0221513A,COLLEGE LEONARD DE VINCI,24,33,40,61,12
0382265F,COLLEGE FERNAND BOUVIER,43,52,54,0,14
0240087P,COLLEGE PRIVE ST JOSEPH,7,9,14,0,0
0070863A,COLLEGE PRIVE SAINT JOSEPH,14,5,6,0,0
0730791N,COLLEGE PRIVE CATHOLIQUE LAMARTINE,31,40,36,0,0
0370769K,COLLEGE LAMARTINE,25,24,17,0,0
0380046U,COLLEGE FRANCOIS AUGUSTE RAVIER,26,35,51,0,14
0631773K,COLLEGE ROGER QUILLIOT,36,33,30,0,11
0421684C,COLLEGE ALBERT THOMAS,14,15,12,0,0
9740096L,COLLEGE ALSACE CORRE,11,11,7,0,10
0580619H,COLLEGE ANTONY DUVIVIER,7,9,9,0,0
0790965V,COLLEGE JEAN VILAR,38,55,51,0,0
0761694D,COLLEGE LES HAUTS DU SAFFIMBEC,13,34,28,0,12
0311580Z,COLLEGE ANDRE ABBAL,17,26,43,40,14
0390783P,COLLEGE XAVIER BICHAT,13,17,17,0,0
0421799C,COLLEGE PRIVE SAINTE MARIE LA GRAND'GRANGE,44,65,96,0,13
0700005A,COLLEGE DUPLESSIS-DEVILLE,6,7,7,0,0
0800050V,COLLEGE GASTON BOUCOURT,16,11,6,0,0
0441547T,COLLEGE LE GRAND BEAUREGARD,15,32,51,0,12
0132407W,COLLEGE JEAN MOULIN,14,15,5,119,20
0752870M,COLLEGE PRIVE SAINT-JEAN DE PASSY,4,45,219,0,0
0762290B,COLLEGE CAMILLE SAINT-SAENS,18,22,31,0,0
0090023B,COLLEGE DU GIRBET,12,20,25,0,8
0660019M,COLLEGE SAINT-EXUPERY,24,26,28,63,14
0941783C,COLLEGE DANIEL FERY,34,16,27,0,15
0500012S,COLLEGE LEON GAMBETTA,15,12,12,0,11
0541578X,COLLEGE LEODILE BERA,21,20,19,0,0
0950895G,COLLEGE SIMONE VEIL,25,22,21,0,12
0422293P,COLLEGE ANTOINE GUICHARD,42,33,56,0,13
0731041K,COLLEGE GARIBALDI,27,31,33,0,0
0580018E,COLLEGE HENRI CLEMENT,8,9,8,0,0
0350913C,COLLEGE CLOTILDE VAUTIER,16,11,27,61,0
0261137V,COLLEGE PRIVE SAINT VICTOR,30,53,51,0,0
0753046D,COLLEGE FLORA TRISTAN,24,27,33,0,0
0595393S,COLLEGE PRIVE SAINTE ODILE,35,45,50,0,0
0421041D,COLLEGE PRIVE NOTRE DAME D'ESPERANCE,23,18,19,0,0
0610714V,COLLEGE PRIVE SAINT REMI,10,23,7,0,0
0490960C,COLLEGE HONORE DE BALZAC,21,16,8,0,12
0260117L,COLLEGE PAUL VALERY,23,18,20,0,0
0332246M,COLLEGE CHAMBERY,24,31,73,62,16
0360720M,COLLEGE GEORGE SAND,17,10,20,30,12
0352183H,COLLEGE MATHURIN MEHEUT,10,32,35,0,0
0131706J,COLLEGE COUSTEAU (COMMANDANT),27,34,28,0,0
0401077D,COLLEGE NA,14,17,9,0,0
0700004Z,COLLEGE GASTON RAMON,8,12,20,0,9
0390009Y,COLLEGE DES LACS,19,12,24,0,0
0810124V,COLLEGE DU SAUT DE SABO,39,26,37,0,10
0530914F,COLLEGE FERNAND PUECH,13,12,18,0,12
0691478G,COLLEGE JEAN MACE,30,37,48,0,13
0601140N,COLLEGE PRIVE SAINT ESPRIT,32,51,92,0,0
0390907Z,COLLEGE SAINT-EXUPERY,29,29,30,128,13
0441658N,COLLEGE PIERRE ET MARIE CURIE,23,30,23,0,0
0470775M,COLLEGE LA PLAINE,11,9,10,45,13
0301208A,COLLEGE EUGENE VIGNE,24,28,14,0,13
0951138W,COLLEGE JEAN-JACQUES ROUSSEAU,27,28,27,0,20
0390923S,COLLEGE LE ROCHAT,20,25,39,0,0
0594638W,COLLEGE ROGER SALENGRO,24,28,35,52,13
0931382X,COLLEGE EUGENE CARRIERE,20,25,42,0,0
0121256A,COLLEGE PRIVE JEANNE D'ARC,15,19,18,0,2
0691730F,COLLEGE PAUL ELUARD,21,32,14,0,6
0752108J,COLLEGE YVONNE LE TAC,6,20,64,0,11
0711053J,COLLEGE CES BREART,32,19,27,0,12
0271317K,COLLEGE JEAN DE LA FONTAINE,33,36,44,60,12
0370764E,COLLEGE JULES FERRY,20,15,13,0,0
0211557D,COLLEGE CHAMP-LUMIERE,9,11,17,0,0
0711314T,COLLEGE PRIVE JEANNE D'ARC,24,19,32,0,0
0330128K,COLLEGE HENRI BRISSON,14,25,46,0,0
0350916F,COLLEGE DUGUAY-TROUIN,20,23,41,123,11
0130093F,COLLEGE FRAISSINET,16,20,31,0,13
0840714V,COLLEGE PRIVE ST JEAN LE BAPTISTE,15,13,19,0,0
0510001Z,COLLEGE DU MAZELOT,13,13,18,0,0
0010097A,COLLEGE PRIVE LA SIDOINE,27,43,36,0,0
0120070L,COLLEGE PRIVE JEANNE D'ARC,14,15,10,0,0
0660065M,COLLEGE PRIVE NOTRE-DAME-DES-ANGES,27,30,8,48,0
0700007C,COLLEGE DES COMBELLES,15,6,12,0,10
0711348E,COLLEGE JEAN VILAR,44,33,36,0,0
0280658N,COLLEGE ALBERT CAMUS,16,20,19,0,13
0941044Z,COLLEGE ROBERT DESNOS,27,28,21,0,0
0090490J,COLLEGE LOUIS PASTEUR,8,6,15,0,12
0280903E,COLLEGE LOUIS-ARSENE MEUNIER,11,14,17,73,13
0260101U,COLLEGE PRIVE LES GOELANDS,27,33,19,0,0
0491675E,COLLEGE JOACHIM DU BELLAY,14,6,13,60,0
0440239W,COLLEGE PRIVE LAMORICIERE,45,66,49,0,12
0331619F,COLLEGE GEORGES LAPIERRE,18,17,11,73,16
0261136U,COLLEGE PRIVE NOTRE DAME,49,63,65,0,6
0840761W,COLLEGE ALPHONSE DAUDET,16,14,10,0,13
0721093X,COLLEGE LA FORESTERIE,25,34,18,0,0
0130110Z,COLLEGE JEAN MALRIEU,20,15,30,0,0
0332343T,COLLEGE MONTESQUIEU,28,40,66,0,0
0641413N,COLLEGE DES LAVANDIERES,26,30,46,0,13
0890013F,COLLEGE PIERRE ET JEAN LEROUGE,25,22,20,0,0
0541573S,COLLEGE JACQUES CALLOT,29,30,42,54,11
0593185S,COLLEGE ANATOLE FRANCE,25,19,28,53,0
0752552S,COLLEGE CARNOT,17,29,87,0,10
0490922L,COLLEGE MOLIERE,43,35,33,0,0
0850149A,COLLEGE PAUL LANGEVIN,8,14,15,50,0
0595172B,COLLEGE EUGENE THOMAS,48,58,46,37,0
0671692A,COLLEGE SOLIGNAC,10,10,12,59,14
0771216D,COLLEGE PRIVE SAINTE CROIX,27,19,17,0,0
0731521G,COLLEGE LE REVARD,26,34,37,0,13
0740035L,COLLEGE GASPARD MONGE,24,24,44,0,0
0771068T,COLLEGE ROSA BONHEUR,26,33,32,0,11
0595782P,COLLEGE DU MOULIN,16,7,18,0,15
0910062Y,COLLEGE GUILLAUME BUDE,48,48,65,0,12
0450784H,COLLEGE CONDORCET,27,39,29,57,13
0061738G,COLLEGE SAINT EXUPERY,43,33,41,57,0
0691495A,COLLEGE MARYSE BASTIE,21,22,24,0,13
0730902J,COLLEGE LOUISE DE SAVOIE,32,26,59,0,14
0030039B,COLLEGE CHARLES PEGUY,17,27,37,0,12
0641412M,COLLEGE LA HOURQUIE,29,43,41,0,25
0755000C,COLLEGE THOMAS MANN,30,19,48,0,0
0781590E,COLLEGE PRIVE NOTRE-DAME,40,38,75,0,0
0820684Y,COLLEGE JEAN JAURES,18,33,31,0,15
0930963S,COLLEGE PRIVE SAINTE MARIE,17,8,16,0,0
0310025J,COLLEGE BETANCE,30,45,79,0,14
0572171A,COLLEGE JACQUES MONOD,24,22,16,0,0
0941099J,COLLEGE ROSA PARKS,28,19,29,0,0
0623322Z,COLLEGE ANNE FRANK,24,24,40,0,0
0690249W,COLLEGE PIERRE VALDO,33,26,17,0,13
0921504K,COLLEGE MAURICE GENEVOIX,15,20,33,0,9
0391035N,COLLEGE DU PLATEAU,11,8,22,0,0
0290149E,COLLEGE JOSEPHINE-BAKER,15,11,9,61,0
0100745F,COLLEGE PRIVE HENRI BRETON,11,8,12,0,0
0141271F,COLLEGE JEAN MONNET,22,34,79,0,0
0592634T,COLLEGE ANTOINE DE SAINT EXUPERY - AUGUSTE PERIER,23,28,37,0,0
0470776N,COLLEGE HENRI DE NAVARRE,18,12,27,0,0
0594865T,COLLEGE ANATOLE FRANCE,9,8,22,0,12
0510059M,COLLEGE EUSTACHE DESCHAMPS,11,20,18,0,0
0251080N,COLLEGE DIDEROT,17,22,21,63,12
0021722L,COLLEGE LA FEUILLADE,15,13,19,0,0
0131603X,COLLEGE ADOLPHE MONTICELLI,16,15,39,0,0
0561544Z,COLLEGE PRIVE ST FRANCOIS-XAVIER,30,80,90,0,0
9740005M,COLLEGE ADRIEN CADET,29,24,48,0,0
0332982M,COLLEGE VAL DES PINS,15,15,29,0,14
0593123Z,COLLEGE PRIVE SAINT JOSEPH,17,21,15,0,6
0911403F,COLLEGE HUBERT ROBERT,34,38,22,0,9
0711293V,COLLEGE LOUIS PASTEUR,17,30,39,66,5
0592751V,COLLEGE FELICIEN JOLY,17,24,27,0,0
0753985Z,COLLEGE PRIVE SAINTE-MARIE,15,51,67,0,20
0711054K,COLLEGE SAINT EXUPERY,38,33,39,58,13
0650088T,COLLEGE PAUL VALERY,27,29,32,0,15
0020056A,COLLEGE MARTHE LEFEVRE,10,9,12,68,7
0594865T,COLLEGE ANATOLE FRANCE,14,16,20,0,12
0870032M,COLLEGE ARSENE BONNEAUD,10,12,21,0,0
0382427G,COLLEGE LE GUILLON,25,25,29,0,15
0441941W,COLLEGE PRIVE ST LOUIS,40,59,66,0,0
0951197K,COLLEGE GEORGES BRASSENS,34,38,30,0,12
0790074B,COLLEGE PRIVE SAINT JOSEPH,7,18,1,0,0
0890788Y,COLLEGE LA CROIX DE L'ORME,16,21,20,0,0
0693287Y,COLLEGE PAUL D'AUBAREDE,12,13,17,0,0
0601424X,COLLEGE CONDORCET,27,27,38,0,13
0941229A,COLLEGE JULES VALLES,37,28,58,47,0
0660022R,COLLEGE GUSTAVE VIOLET,29,26,29,59,11
0912175V,COLLEGE LA FONTAINE AUX BERGERS,19,25,42,0,7
0100056G,COLLEGE PRIVE MARGUERITE BOURGEOYS,11,19,16,0,0
0693331W,COLLEGE LOUIS LEPRINCE RINGUET,34,51,66,0,0
0440238V,COLLEGE PRIVE ST ROCH,26,27,26,0,0
0450016Y,COLLEGE HENRI BECQUEREL,23,26,34,0,0
0622083C,COLLEGE JEHAN BODEL,17,29,87,0,0
0341368C,COLLEGE DE L ETANG DE L OR,48,46,51,0,0
0730796U,COLLEGE PRIVE SAINTE THERESE,12,6,8,0,0
0132491M,COLLEGE ALEXANDRE DUMAS,28,15,10,127,10
0771337K,COLLEGE ELSA TRIOLET,36,40,26,0,0
0910971L,COLLEGE LES SABLONS,25,17,17,61,6
0492081W,COLLEGE JEAN MONNET,23,36,54,0,11
0240927C,COLLEGE YVON DELBOS,21,23,21,0,0
0940022N,COLLEGE JEAN PERRIN,18,21,11,0,0
0380047V,COLLEGE DU VALLON DES MOTTES,4,5,17,0,0
0421454C,COLLEGE MARIO MEUNIER,48,60,72,77,12
0670035Z,COLLEGE OLYMPE DE GOUGES,9,16,26,0,12
0940810V,COLLEGE PRIVE SAINT ANDRE,7,26,32,0,0
0442119P,COLLEGE PRIVE DE BRETAGNE,8,7,2,0,0
0911447D,COLLEGE LE ROUSSAY,23,26,34,0,11
0291227B,COLLEGE PRIVE ST AUGUSTIN,16,28,25,0,10
0221819H,COLLEGE PAUL LE FLEM,10,19,30,0,0
0754003U,COLLEGE PRIVE LUCIEN DE HIRSCH,16,27,39,0,0
0061131X,COLLEGE MAURICE JAUBERT,24,28,12,53,40
0312612W,COLLEGE GALILEE,26,25,47,73,16
0442417N,COLLEGE LES SABLES D'OR,22,42,47,0,12
0950739M,COLLEGE ANTOINE DE SAINT EXUPERY,26,17,19,32,0
0761746K,COLLEGE JEAN ZAY,15,27,35,0,0
0590151U,COLLEGE ERNEST COUTELLE,11,12,14,0,11
0941596Z,COLLEGE NICOLAS DE STAEL,19,29,74,64,0
0110721Z,COLLEGE ANTOINE COURRIERE,14,27,31,0,0
0230017U,COLLEGE JACQUES GRANCHER,7,10,15,0,0
0410013S,COLLEGE LOUIS PASTEUR,17,14,16,0,10
0240043S,COLLEGE LES MARCHES DE L'OCCITANIE,9,17,9,0,0
0720812S,COLLEGE PRIVE LES MURIERS,39,54,76,0,0
0951527U,COLLEGE HENRI GUILLAUMET,28,29,39,51,12
9710710V,COLLEGE ALEXANDRE ISAAC,40,29,26,68,20
0450005L,COLLEGE ROBERT GOUPIL,28,36,18,0,0
0501702D,COLLEGE PRIVE SAINT PAUL,17,28,55,0,11
0890019M,COLLEGE MILES DE NOYERS,6,8,12,0,0
0500144K,COLLEGE PRIVE SACRE COEUR,5,13,11,0,0
0754355B,COLLEGE ROBERT DOISNEAU,18,19,25,46,11
0281060A,COLLEGE MARTIAL TAUGOURDEAU,37,30,31,0,13
0681370V,COLLEGE DU NONNENBRUCH,28,23,28,55,11
0390784R,COLLEGE GILBERT COUSIN,11,10,11,0,0
0593168Y,COLLEGE INTERNATIONAL CARNOT,12,34,108,0,0
0132313U,COLLEGE STEPHANE MALLARME,23,14,7,0,0
0762090J,COLLEGE EUGENE NOEL,25,24,34,0,0
0593482P,COLLEGE FREDERIC JOLIOT-CURIE,11,12,15,58,12
0752896R,COLLEGE PRIVE NOTRE-DAME DE FRANCE,2,13,63,0,0
0771621U,COLLEGE HONORE DE BALZAC,15,16,14,0,0
0131622T,COLLEGE JOSEPH LAKANAL,36,18,28,0,15
0180004G,COLLEGE GEORGE SAND,17,11,20,0,0
0580746W,COLLEGE RENE CASSIN,19,14,24,0,0
0341028H,COLLEGE GEORGES BRASSENS,34,55,65,0,13
0750360J,COLLEGE CLAUDE CHAPPE,14,17,42,0,0
0680084X,COLLEGE MOLIERE,16,13,12,104,18
0670068K,COLLEGE HAUTE-BRUCHE,16,22,24,0,11
0761786D,COLLEGE GEORGES BRAQUE,14,14,23,0,0
0660865G,COLLEGE PIERRE MENDES FRANCE,29,33,39,0,0
0160116P,COLLEGE ELISEE MOUSNIER,19,27,26,0,0
0754007Y,COLLEGE PRIVE SAINTE-LOUISE,13,51,59,0,0
0100051B,COLLEGE PRIVE ST LOUP,7,12,7,0,0
0300031W,COLLEGE GEORGE VILLE,26,35,36,0,13
0150005Z,COLLEGE LA JORDANNE,20,20,26,0,22
0320006H,COLLEGE MATHALIN,18,23,22,0,12
0690551Z,COLLEGE PRIVE LA XAVIERE,31,65,43,0,0
0250051V,COLLEGE AIGREMONT,18,19,24,0,0
0870729V,COLLEGE PIERRE DE RONSARD,5,3,2,0,0
0750407K,COLLEGE ROGNONI,6,9,37,0,8
0382098Z,COLLEGE ALEXANDRE FLEMING,36,43,53,0,14
0131689R,COLLEGE PRIVE ST VINCENT DE PAUL,23,15,10,63,0
0851191H,COLLEGE PRIVE ST JOSEPH,42,56,37,0,12
0710025S,COLLEGE LOUIS PERGAUD,19,19,17,0,0
0420060M,COLLEGE PAPIRE MASSON,10,17,15,0,0
0382786X,COLLEGE FRANCOIS TRUFFAUT,26,15,14,62,13
0251373G,COLLEGE MONT MIROIR,20,31,25,26,11
0691668N,COLLEGE LES SERVIZIERES,23,21,48,0,0
0593239A,COLLEGE BORIS VIAN,18,18,38,0,15
0011151W,COLLEGE PRIVE SAINT JOSEPH,23,27,15,0,0
0110676A,COLLEGE SAINT-EXUPERY,33,30,46,0,0
0130084W,COLLEGE GRANDE BASTIDE,31,20,35,0,8
0442595G,COLLEGE LUCIE AUBRAC,23,26,48,0,12
0761951H,COLLEGE HENRI DE NAVARRE,16,28,38,48,0
0720804H,COLLEGE PRIVE ST JEAN,12,11,4,0,0
0060842H,COLLEGE PIERRE BERTONE,39,34,27,59,12
0801341Y,COLLEGE LOUISE MICHEL,24,20,13,61,0
0770032S,COLLEGE PARC FROT,23,21,18,0,13
0290088N,COLLEGE LEO FERRE,14,12,10,0,0
0170047J,COLLEGE JEAN MONNET,23,30,41,0,0
0931429Y,COLLEGE JEAN VILAR,32,21,45,0,15
0440244B,COLLEGE PRIVE ST BLAISE,64,75,88,0,0
0831442S,COLLEGE HENRI MATISSE,39,51,84,0,10
0010896U,COLLEGE INTERNATIONAL,44,58,89,0,11
0572487U,COLLEGE FRANCOIS RABELAIS,17,17,32,0,0
0941713B,COLLEGE PRIVE MONTALEMBERT,13,40,90,0,12
0752695X,COLLEGE GUILLAUME BUDE,17,24,30,0,0
0421176A,COLLEGE JULES VALLES,10,13,7,61,0
0421735H,COLLEGE DE LA COTE ROANNAISE,21,30,41,0,0
0490017C,COLLEGE PIERRE ET MARIE CURIE,19,17,13,0,12
0350877N,COLLEGE PRIVE ST JOSEPH,4,16,15,0,0
0890090P,COLLEGE ALBERT CAMUS,32,37,42,0,11
0861038L,COLLEGE SAINT-EXUPERY,32,42,55,0,11
9710039R,COLLEGE EDMOND BAMBUCK,52,50,24,40,16
7200086F,COLLEGE DI FIUMORBU,36,32,34,16,12
0501830T,COLLEGE LEON JOZEAU MARIGNE,8,9,9,0,0
0383056R,COLLEGE ROBERT DOISNEAU,26,17,21,0,13
0311264F,COLLEGE JOLIMONT,19,15,23,0,15
0595169Y,COLLEGE EMILE ZOLA,14,8,7,0,13
0401022U,COLLEGE PRIVE ST JACQUES DE COMPOSTELLE,28,49,55,0,10
0770033T,COLLEGE LES CAPUCINS,21,11,20,0,0
0810019F,COLLEGE DU VAL CEROU,11,14,11,0,0
0311772H,COLLEGE LEO FERRE,23,35,37,0,18
0440018F,COLLEGE RAYMOND QUENEAU,12,18,7,64,0
9741208V,COLLEGE ELIE WIESEL DU CHAUDRON,17,14,23,0,12
0692931L,COLLEGE PRIVE SAINT MARC,25,33,40,0,0
0220029M,COLLEGE PAUL SEBILLOT,8,5,11,0,0
0320004F,COLLEGE PRIVE SAINT-CHRISTOPHE,16,12,7,0,0
0290286D,COLLEGE PRIVE ST JOSEPH,24,33,42,0,11
0720067G,COLLEGE DE BERCE,18,18,11,60,7
9720083H,COLLEGE PETIT MANOIR,18,19,11,0,28
0790943W,COLLEGE DU PINIER,12,20,18,59,18
0100787B,COLLEGE PAUL LANGEVIN,33,23,22,0,10
0931428X,COLLEGE JEAN VIGO,33,31,40,0,0
0790950D,COLLEGE EMILE ZOLA,21,48,35,0,14
0771515D,COLLEGE LELORGNE DE SAVIGNY,37,19,29,0,12
0382583B,COLLEGE PRIVE ROBIN,38,59,111,0,14
9740042C,COLLEGE DE LA MONTAGNE,32,47,40,37,24
0261091V,COLLEGE ALBERT TRIBOULET,8,3,8,0,10
0941037S,COLLEGE LOUIS PASTEUR,23,26,32,0,0
0850106D,COLLEGE PRIVE ST JACQUES-LA FORET,25,36,40,0,0
0951705M,COLLEGE LA BUSSIE,29,34,51,0,13
0511180F,COLLEGE PRIVE ST MICHEL,18,49,28,0,0
0170081W,COLLEGE LA FAYETTE,17,9,10,126,0
0420062P,COLLEGE LE BREUIL,16,8,14,0,0
0170048K,COLLEGE BERNARD ROUSSILLON,8,7,8,0,0
0150581A,COLLEGE JEAN DAUZIE,12,19,25,0,8
0941100K,COLLEGE PAUL BERT,25,23,53,0,0
0690626F,COLLEGE PRIVE MERE TERESA,32,37,21,38,10
0951725J,COLLEGE JACQUES-YVES COUSTEAU,27,23,35,0,11
0755000C,COLLEGE THOMAS MANN,26,18,48,0,0
0691728D,COLLEGE ANDRE LASSAGNE,15,17,26,54,10
0851290R,COLLEGE PRIVE STE URSULE,33,44,45,0,0
0801478X,COLLEGE PRIVE SAINTE COLETTE,25,32,20,0,0
0160969S,COLLEGE PUYGRELIER,20,21,41,0,0
0440241Y,COLLEGE PRIVE ST JOSEPH,65,75,93,0,0
0541470E,COLLEGE GASTON RAMON,10,15,29,0,0
0691645N,COLLEGE FAUBERT,27,26,14,0,12
0421681Z,COLLEGE WALDECK-ROUSSEAU,23,12,15,0,13
